CPRO,CMUN,NMUN,num_bancos
01,001,Alegría-Dulantzi,2
01,002,Amurrio,8
01,003,Aramaio,2
01,009,Asparrena,1
01,014,Berantevilla,1
01,016,Bernedo,1
01,017,Campezo/Kanpezu,5
01,018,Zigoitia,2
01,022,Elciego,2
01,028,Labastida/Bastida,1
01,031,Laguardia,4
01,037,Arraia-Maeztu,2
01,042,Okondo,1
01,043,Oyón-Oion,4
01,046,Erriberagoitia/Ribera Alta,1
01,054,Urkabustaiz,2
01,055,Valdegovía/Gaubea,2
01,057,Villabuena de Álava/Eskuernaga,2
01,058,Legutio,2
01,059,Vitoria-Gasteiz,160
01,901,Iruña Oka/Iruña de Oca,2
02,003,Albacete,80
02,009,Almansa,1
02,024,Casas-Ibáñez,2
02,025,Caudete,1
02,032,Fuensanta,1
02,034,Fuentealbilla,1
02,037,Hellín,1
02,039,Higueruela,1
02,040,Hoya-Gonzalo,1
02,042,Letur,1
02,043,Lezuza,5
02,045,Madrigueras,1
02,049,Molinicos,2
02,060,Peñas de San Pedro,2
02,067,Riópar,3
02,069,"Roda, La",8
02,073,Tarazona de la Mancha,1
02,074,Tobarra,1
02,081,Villarrobledo,1
02,084,Villaverde de Guadalimar,1
03,003,Agres,1
03,006,Alcalalí,1
03,008,Alcoleja,1
03,009,Alcoy/Alcoi,42
03,011,"Alfàs del Pi, l'",8
03,012,Algorfa,2
03,013,Algueña,1
03,014,Alicante/Alacant,116
03,015,Almoradí,7
03,018,Altea,19
03,019,Aspe,9
03,021,Banyeres de Mariola,4
03,024,Benejúzar,4
03,026,Beniarbeig,1
03,027,Beniardá,1
03,029,Benigembla,1
03,030,Benidoleig,1
03,031,Benidorm,169
03,034,Benijófar,3
03,037,Benimantell,1
03,038,Benimarfull,1
03,041,Benissa,4
03,042,"Benitachell/Poble Nou de Benitatxell, el",1
03,044,Bigastro,5
03,045,Bolulla,1
03,046,Busot,1
03,047,Calp,10
03,048,Callosa d'En Sarrià,3
03,050,"Campello, el",3
03,053,Castalla,1
03,054,Castell de Castells,1
03,055,Catral,4
03,056,Cocentaina,2
03,059,Crevillent,2
03,060,Quatretondeta,1
03,061,Daya Nueva,1
03,063,Dénia,39
03,064,Dolores,6
03,065,Elche/Elx,55
03,066,Elda,12
03,069,Finestrat,7
03,070,Formentera del Segura,2
03,071,Gata de Gorgos,5
03,074,Granja de Rocamora,1
03,076,Guardamar del Segura,10
03,078,Hondón de los Frailes,2
03,080,Jacarilla,1
03,081,Xaló,6
03,082,Jávea/Xàbia,21
03,083,Jijona/Xixona,2
03,088,Monforte del Cid,2
03,089,Monóvar/Monòver,1
03,092,Muro de Alcoy,4
03,093,Novelda,12
03,094,"Nucia, la",12
03,095,Ondara,6
03,097,Orba,3
03,099,Orihuela,74
03,100,Parcent,1
03,101,Pedreguer,5
03,102,Pego,2
03,104,Petrer,7
03,106,Planes,1
03,107,Polop,1
03,109,Rafal,1
03,111,Redován,4
03,113,Rojales,10
03,118,San Fulgencio,7
03,119,Sant Joan d'Alacant,8
03,120,San Miguel de Salinas,2
03,121,Santa Pola,19
03,122,San Vicente del Raspeig/Sant Vicent del Raspeig,24
03,123,Sax,7
03,124,Sella,3
03,128,Teulada,7
03,129,Tibi,2
03,133,Torrevieja,47
03,135,"Vall d'Ebo, la",1
03,136,Vall de Gallinera,1
03,137,"Vall de Laguar, la",1
03,138,"Verger, el",7
03,139,"Villajoyosa/Vila Joiosa, la",10
03,901,"Poblets, els",1
03,902,Pilar de la Horadada,10
03,903,"Montesinos, Los",4
03,904,San Isidro,1
04,001,Abla,2
04,003,Adra,10
04,006,Albox,6
04,010,Alhabia,1
04,013,Almería,77
04,020,Bayárcal,2
04,027,Benizalón,1
04,029,Berja,6
04,031,Cantoria,4
04,032,Carboneras,13
04,035,Cuevas del Almanzora,3
04,038,Dalías,3
04,041,Enix,1
04,044,Fines,2
04,046,Fondón,1
04,049,Garrucha,6
04,052,Huércal de Almería,5
04,053,Huércal-Overa,7
04,057,Láujar de Andarax,2
04,059,Lubrín,2
04,060,Lucainena de las Torres,1
04,062,Macael,3
04,063,María,2
04,064,Mojácar,9
04,066,Níjar,19
04,069,Olula del Río,4
04,070,Oria,2
04,075,Pulpí,1
04,078,Rioja,1
04,079,Roquetas de Mar,20
04,082,Senés,1
04,086,Sorbas,6
04,088,Tabernas,3
04,090,Tahal,2
04,093,Turre,1
04,095,Uleila del Campo,1
04,100,Vera,9
04,102,Vícar,5
04,901,"Tres Villas, Las",1
04,902,"Ejido, El",20
05,014,Arenas de San Pedro,3
05,016,Arévalo,9
05,019,Ávila,19
05,021,"Barco de Ávila, El",9
05,027,"Berlanas, Las",1
05,041,Burgohondo,1
05,047,Candeleda,5
05,065,Crespos,3
05,082,Gavilanes,1
05,099,Horcajo de las Torres,1
05,102,"Hoyo de Pinares, El",3
05,127,Mijares,3
05,161,Navalperal de Pinares,1
05,163,Navaluenga,4
05,165,Navarredonda de Gredos,3
05,167,Navarrevisca,1
05,168,"Navas del Marqués, Las",3
05,178,Palacios de Goda,1
05,182,Pedro Bernardo,1
05,201,San Bartolomé de Pinares,1
05,204,Sanchidrián,1
05,218,San Miguel de Serrezuela,1
05,221,Santa Cruz del Valle,2
05,241,"Tiemblo, El",1
06,003,Ahillones,2
06,004,Alange,1
06,006,Alburquerque,6
06,007,Alconchel,1
06,011,Almendralejo,19
06,014,Azuaga,10
06,015,Badajoz,51
06,019,Berlanga,2
06,020,Bienvenida,2
06,022,Burguillos del Cerro,4
06,023,Cabeza del Buey,6
06,024,Cabeza la Vaca,3
06,026,Calera de León,4
06,027,Calzadilla de los Barros,1
06,028,Campanario,2
06,031,Carmonita,1
06,035,Castilblanco,2
06,044,Don Benito,1
06,047,Esparragosa de la Serena,1
06,048,Esparragosa de Lares,2
06,050,Fregenal de la Sierra,3
06,052,Fuente de Cantos,7
06,053,Fuente del Arco,1
06,055,Fuentes de León,2
06,058,"Garrovilla, La",2
06,059,Granja de Torrehermosa,3
06,060,Guareña,6
06,062,Helechosa de los Montes,1
06,063,Herrera del Duque,4
06,064,Higuera de la Serena,1
06,066,Higuera de Vargas,2
06,067,Higuera la Real,3
06,070,Jerez de los Caballeros,8
06,072,Lobón,1
06,074,Llerena,10
06,078,Malpartida de la Serena,1
06,083,Mérida,19
06,085,Monesterio,6
06,088,Montijo,6
06,090,"Nava de Santiago, La",2
06,093,Oliva de la Frontera,5
06,095,Olivenza,1
06,097,Orellana la Vieja,1
06,104,Puebla de la Reina,1
06,105,Puebla del Maestre,1
06,108,Puebla de Sancho Pérez,1
06,115,"Roca de la Sierra, La",2
06,119,San Pedro de Mérida,1
06,123,San Vicente de Alcántara,5
06,124,Segura de León,2
06,127,Talarrubias,2
06,137,Valdecaballeros,2
06,143,Valverde de Leganés,4
06,144,Valverde de Llerena,1
06,148,Valle de Santa Ana,1
06,149,Villafranca de los Barros,10
06,150,Villagarcía de la Torre,2
06,154,Villanueva del Fresno,2
06,156,Villar de Rena,1
06,158,Zafra,5
06,159,Zahínos,3
06,901,Valdelacalzada,3
07,001,Alaró,1
07,002,Alaior,11
07,003,Alcúdia,35
07,004,Algaida,1
07,005,Andratx,16
07,006,Artà,7
07,007,Banyalbufar,1
07,009,Búger,1
07,010,Bunyola,3
07,011,Calvià,60
07,012,Campanet,2
07,013,Campos,4
07,014,Capdepera,11
07,015,Ciutadella de Menorca,22
07,016,Consell,2
07,018,Deyá,2
07,020,Esporles,2
07,022,Felanitx,10
07,023,Ferreries,1
07,024,Formentera,19
07,025,Fornalutx,1
07,026,Eivissa,42
07,027,Inca,6
07,029,Lloseta,1
07,030,Llubí,1
07,031,Llucmajor,20
07,032,Maó,14
07,033,Manacor,37
07,035,Maria de la Salut,3
07,036,Marratxí,14
07,037,"Mercadal, Es",2
07,038,Montuïri,2
07,039,Muro,18
07,040,Palma,175
07,041,Petra,3
07,042,Pollença,13
07,043,Porreres,5
07,044,"Pobla, Sa",4
07,046,Sant Antoni de Portmany,47
07,047,Sencelles,1
07,048,Sant Josep de sa Talaia,66
07,049,Sant Joan,1
07,050,Sant Joan de Labritja,2
07,051,Sant Llorenç des Cardassar,20
07,052,Sant Lluís,5
07,053,Santa Eugènia,1
07,054,Santa Eulalia del Río,30
07,055,Santa Margalida,11
07,056,Santa María del Camí,2
07,057,Santanyí,25
07,058,Selva,2
07,059,"Salines, Ses",8
07,060,Sineu,4
07,061,Sóller,16
07,062,Son Servera,11
07,063,Valldemossa,6
07,064,"Castell, Es",2
07,065,Vilafranca de Bonany,3
07,901,Ariany,1
07,902,"Migjorn Gran, Es",5
08,001,Abrera,3
08,003,Alella,3
08,007,Arenys de Munt,3
08,009,Argentona,1
08,010,Artés,2
08,011,Avià,2
08,012,Avinyó,2
08,014,Aiguafreda,2
08,015,Badalona,37
08,016,Bagà,3
08,017,Balenyà,1
08,018,Balsareny,2
08,019,Barcelona,614
08,020,Begues,1
08,022,Berga,3
08,023,Bigues i Riells,2
08,029,Cabrera de Mar,2
08,030,Cabrils,1
08,032,Caldes d'Estrac,1
08,033,Caldes de Montbui,5
08,035,Calella,5
08,037,Calldetenes,3
08,039,Campins,1
08,040,Canet de Mar,1
08,042,Cànoves i Samalús,1
08,051,Castellar del Vallès,13
08,054,Castellbisbal,1
08,056,Castelldefels,13
08,064,Castellterçol,2
08,065,Castellví de la Marca,1
08,067,Centelles,4
08,068,Cervelló,2
08,073,Cornellà de Llobregat,15
08,074,Cubelles,4
08,077,Esplugues de Llobregat,11
08,082,Fogars de la Selva,1
08,086,"Franqueses del Vallès, Les",3
08,088,"Garriga, La",4
08,089,Gavà,5
08,092,Gironella,4
08,094,"Granada, La",2
08,096,Granollers,23
08,099,Guardiola de Berguedà,2
08,101,"Hospitalet de Llobregat, L'",42
08,105,"Llagosta, La",2
08,106,Llinars del Vallès,3
08,110,Malgrat de Mar,1
08,113,Manresa,20
08,114,Martorell,4
08,118,"Masnou, El",3
08,119,Masquefa,1
08,120,Matadepera,2
08,121,Mataró,25
08,123,Molins de Rei,8
08,124,Mollet del Vallès,14
08,125,Montcada i Reixac,7
08,126,Montgat,2
08,127,Monistrol de Montserrat,3
08,132,Montmajor,1
08,135,Montmeló,2
08,136,Montornès del Vallès,1
08,137,Montseny,1
08,140,Navarcles,2
08,141,Navàs,2
08,158,"Papiol, El",1
08,161,Piera,3
08,163,Pineda de Mar,4
08,166,"Pobla de Lillet, La",2
08,167,Polinyà,1
08,169,"Prat de Llobregat, El",19
08,171,Prats de Lluçanès,3
08,180,Ripollet,6
08,184,Rubí,11
08,187,Sabadell,26
08,192,Santpedor,1
08,194,Sant Adrià de Besòs,4
08,196,Sant Andreu de la Barca,5
08,200,Sant Boi de Llobregat,19
08,202,Sant Celoni,5
08,203,Sant Cebrià de Vallalta,1
08,205,Sant Cugat del Vallès,27
08,206,Sant Cugat Sesgarrigues,1
08,208,Sant Esteve Sesrovires,1
08,210,Sant Feliu de Codines,4
08,211,Sant Feliu de Llobregat,2
08,212,Sant Feliu Sasserra,2
08,213,Sant Fruitós de Bages,2
08,217,Sant Joan Despí,1
08,218,Sant Joan de Vilatorrada,7
08,219,Vilassar de Mar,9
08,231,Sant Pere de Ribes,3
08,232,Sant Pere de Riudebitlles,1
08,233,Sant Pere de Torelló,1
08,235,Sant Pol de Mar,3
08,236,Sant Quintí de Mediona,1
08,238,Sant Quirze del Vallès,4
08,240,Sant Sadurní d'Anoia,1
08,244,Santa Coloma de Cervelló,5
08,245,Santa Coloma de Gramenet,24
08,248,Santa Eulàlia de Ronçana,2
08,250,Santa Margarida de Montbui,6
08,251,Santa Margarida i els Monjos,1
08,252,Barberà del Vallès,7
08,258,Santa Maria d'Oló,2
08,259,Santa Maria de Palautordera,3
08,260,Santa Perpètua de Mogoda,2
08,261,Santa Susanna,3
08,263,Sant Vicenç dels Horts,9
08,266,Cerdanyola del Vallès,24
08,268,Cercs,2
08,269,Seva,2
08,270,Sitges,11
08,278,Taradell,2
08,279,Terrassa,14
08,281,Teià,1
08,282,Tiana,3
08,283,Tona,1
08,284,Tordera,1
08,288,Torrelles de Foix,1
08,289,Torrelles de Llobregat,2
08,291,Vacarisses,1
08,292,Vallbona d'Anoia,2
08,295,Vallirana,4
08,298,Vic,18
08,300,Viladecavalls,1
08,301,Viladecans,1
08,302,Vilanova del Camí,2
08,305,Vilafranca del Penedès,3
08,306,Vilalba Sasserra,1
08,307,Vilanova i la Geltrú,30
08,901,Rupit i Pruit,1
08,905,"Palma de Cervelló, La",4
09,018,Aranda de Duero,25
09,023,Arcos,2
09,025,Arija,1
09,048,Belorado,5
09,056,Briviesca,6
09,059,Burgos,101
09,064,Caleruega,3
09,073,Cardeñadijo,2
09,082,Castildelgado,1
09,091,Castrojeriz,3
09,098,Cerezo de Río Tirón,3
09,103,Cilleruelo de Abajo,1
09,109,Condado de Treviño,3
09,113,Covarrubias,2
09,124,Espinosa de los Monteros,5
09,125,Estépar,4
09,134,Frías,1
09,151,Gumiel de Izán,3
09,163,Hontoria del Pinar,3
09,174,Huerta de Rey,3
09,177,Ibeas de Juarros,2
09,194,Lerma,6
09,208,Mecerreyes,2
09,209,Medina de Pomar,5
09,211,Melgar de Fernamental,3
09,216,Merindad de Valdeporres,2
09,218,Milagros,1
09,219,Miranda de Ebro,22
09,227,Montorio,1
09,238,Oña,4
09,246,Palacios de la Sierra,2
09,250,Pampliega,1
09,251,Pancorbo,3
09,261,Peñaranda de Duero,3
09,274,Pradoluengo,5
09,276,"Puebla de Arganzón, La",2
09,289,Quintanar de la Sierra,4
09,301,Quintanilla Vivar,1
09,321,Roa,3
09,330,Salas de los Infantes,4
09,350,Santa María del Campo,3
09,358,Santo Domingo de Silos,1
09,363,Sasamón,3
09,377,Tardajos,3
09,384,Tordómar,1
09,390,Torresandino,1
09,391,Tórtoles de Esgueva,1
09,394,Trespaderne,3
09,400,Vadocondes,1
09,410,Valle de Mena,4
09,412,Valle de Tobalina,3
09,413,Valle de Valdebezana,2
09,425,Vilviestre del Pinar,1
09,427,Villadiego,4
09,431,Villafranca Montes de Oca,1
09,432,Villafruela,1
09,434,Villagonzalo Pedernales,1
09,437,Villahoz,1
09,456,Villaquirán de los Infantes,2
09,902,Valle de Santibáñez,3
09,903,Villarcayo de Merindad de Castilla la Vieja,5
09,905,Valle de Sedano,2
09,906,Merindad de Río Ubierna,3
09,907,Alfoz de Quintanadueñas,1
09,908,Valle de Losa,2
10,003,Acebo,2
10,006,Ahigal,2
10,008,Alcántara,4
10,010,Alcuéscar,3
10,011,Aldeacentenera,2
10,014,Aldeanueva de la Vera,6
10,015,Aldeanueva del Camino,1
10,017,Alía,1
10,021,Arroyo de la Luz,5
10,024,Baños de Montemayor,1
10,030,Bohonal de Ibor,1
10,032,Brozas,1
10,035,Cabezuela del Valle,2
10,037,Cáceres,49
10,041,Caminomorisco,2
10,044,Cañamero,5
10,049,Casar de Cáceres,4
10,054,Casas del Castañar,2
10,055,Casas del Monte,1
10,058,Casatejada,1
10,060,Castañar de Ibor,1
10,064,Cilleros,2
10,067,Coria,7
10,068,Cuacos de Yuste,4
10,072,Eljas,2
10,076,Galisteo,1
10,079,Garganta la Olla,2
10,082,Garrovillas de Alconétar,1
10,084,Gata,1
10,087,Guadalupe,4
10,096,Hervás,4
10,098,Hinojal,1
10,100,Hoyos,1
10,103,Jaraicejo,1
10,104,Jaraíz de la Vera,9
10,105,Jarandilla de la Vera,7
10,107,Jerte,1
10,109,Logrosán,6
10,110,Losar de la Vera,3
10,112,Madrigalejo,3
10,113,Madroñera,3
10,115,Malpartida de Cáceres,4
10,116,Malpartida de Plasencia,6
10,118,Mata de Alcántara,1
10,123,Mirabel,2
10,125,Monroy,1
10,126,Montánchez,1
10,127,Montehermoso,6
10,128,Moraleja,2
10,130,Navaconcejo,4
10,135,Nuñomoral,1
10,138,Pasarón de la Vera,1
10,146,Pinofranqueado,1
10,147,Piornal,3
10,148,Plasencia,24
10,152,Pozuelo de Zarzón,1
10,162,Salorino,1
10,172,Santibáñez el Bajo,1
10,175,Serradilla,2
10,177,Sierra de Fuentes,2
10,178,Talaván,1
10,187,Torre de Don Miguel,2
10,189,Torrejoncillo,1
10,190,Torrejón el Rubio,1
10,193,Torreorgaz,2
10,195,Trujillo,8
10,198,Valdefuentes,1
10,202,Valdeobispo,1
10,203,Valencia de Alcántara,7
10,204,Valverde de la Vera,1
10,205,Valverde del Fresno,5
10,210,Villamiel,1
10,211,Villanueva de la Sierra,1
10,212,Villanueva de la Vera,2
10,903,Alagón del Río,1
11,004,Algeciras,21
11,005,Algodonales,3
11,006,Arcos de la Frontera,4
11,007,Barbate,9
11,008,"Barrios, Los",5
11,009,Benaocaz,1
11,011,"Bosque, El",1
11,012,Cádiz,46
11,014,Conil de la Frontera,15
11,015,Chiclana de la Frontera,22
11,017,Espera,2
11,018,"Gastor, El",2
11,019,Grazalema,3
11,020,Jerez de la Frontera,26
11,021,Jimena de la Frontera,3
11,022,"Línea de la Concepción, La",13
11,023,Medina-Sidonia,4
11,024,Olvera,11
11,025,Paterna de Rivera,2
11,027,"Puerto de Santa María, El",13
11,028,Puerto Real,5
11,030,Rota,10
11,031,San Fernando,17
11,032,Sanlúcar de Barrameda,9
11,033,San Roque,18
11,034,Setenil de las Bodegas,2
11,035,Tarifa,22
11,036,Torre Alháquime,2
11,038,Ubrique,1
11,039,Vejer de la Frontera,7
11,040,Villaluenga del Rosario,1
11,902,San José del Valle,2
12,001,Atzeneta del Maestrat,3
12,004,Alcalà de Xivert,7
12,005,"Alcora, l'",2
12,009,Almazora/Almassora,11
12,020,Barracas,1
12,021,Betxí,2
12,022,Bejís,1
12,027,Benicarló,5
12,028,Benicasim/Benicàssim,1
12,029,Benlloch,2
12,031,Borriol,1
12,032,Borriana/Burriana,9
12,033,Cabanes,3
12,034,Càlig,3
12,036,Canet lo Roig,2
12,038,Castellfort,1
12,040,Castellón de la Plana/Castelló de la Plana,43
12,042,Catí,1
12,044,Cervera del Maestre,2
12,045,Cinctorres,1
12,046,Cirat,2
12,050,"Coves de Vinromà, les",2
12,051,Culla,2
12,053,Chilches/Xilxes,4
12,061,Forcall,1
12,072,Lucena del Cid,3
12,074,"Llosa, la",1
12,079,Montanejos,1
12,081,Navajas,1
12,082,Nules,3
12,084,Onda,9
12,085,Oropesa del Mar/Orpesa,2
12,089,Peníscola/Peñíscola,1
12,094,"Pobla Tornesa, la",1
12,096,Rossell,1
12,098,"Salzadella, la",1
12,100,Sant Mateu,1
12,101,San Rafael del Río,1
12,104,Segorbe,2
12,105,Sierra Engarcerán,2
12,108,Sueras/Suera,1
12,112,Todolella,1
12,117,Torreblanca,4
12,119,"Torre d'En Besora, la",1
12,126,"Vall d'Uixó, la",1
12,127,Vallibona,1
12,129,Villafranca del Cid/Vilafranca,2
12,130,Villahermosa del Río,1
12,135,Vila-real,10
12,138,Vinaròs,4
12,139,Vistabella del Maestrazgo,1
12,140,Viver,2
12,901,Alquerías del Niño Perdido,3
13,001,Abenójar,1
13,004,Albaladejo,4
13,005,Alcázar de San Juan,3
13,006,Alcoba,1
13,011,Almadén,6
13,013,Almagro,7
13,016,Almuradiel,1
13,018,Arenas de San Juan,2
13,022,Ballesteros de Calatrava,2
13,023,Bolaños de Calatrava,6
13,028,Campo de Criptana,8
13,031,Carrión de Calatrava,2
13,034,Ciudad Real,2
13,036,"Cortijos, Los",1
13,037,Cózar,1
13,039,Daimiel,9
13,045,Granátula de Calatrava,1
13,047,Herencia,4
13,049,Horcajo de los Montes,1
13,053,Manzanares,1
13,065,Porzuna,3
13,071,Puertollano,10
13,072,Retuerta del Bullaque,1
13,080,Solana del Pino,2
13,082,Tomelloso,8
13,083,Torralba de Calatrava,1
13,087,Valdepeñas,19
13,092,Villanueva de la Fuente,3
13,093,Villanueva de los Infantes,6
13,094,Villanueva de San Carlos,1
13,096,Villarrubia de los Ojos,1
13,097,Villarta de San Juan,1
13,098,Viso del Marqués,4
13,902,Ruidera,1
13,903,Arenales de San Gregorio,1
13,904,Llanos del Caudillo,1
14,001,Adamuz,3
14,004,Almedinilla,1
14,005,Almodóvar del Río,3
14,006,Añora,2
14,008,Belalcázar,2
14,009,Belmez,1
14,012,Bujalance,5
14,013,Cabra,8
14,014,Cañete de las Torres,2
14,015,Carcabuey,3
14,017,"Carlota, La",7
14,018,"Carpio, El",2
14,019,Castro del Río,4
14,021,Córdoba,87
14,022,Doña Mencía,3
14,023,Dos Torres,2
14,024,Encinas Reales,2
14,025,Espejo,2
14,026,Espiel,1
14,027,Fernán-Núñez,6
14,028,Fuente la Lancha,1
14,030,Fuente Palmera,7
14,033,Guadalcázar,2
14,034,"Guijo, El",1
14,035,Hinojosa del Duque,5
14,036,Hornachuelos,5
14,037,Iznájar,2
14,038,Lucena,5
14,040,Montalbán de Córdoba,4
14,043,Montoro,6
14,045,Moriles,4
14,047,Obejo,1
14,049,Palma del Río,12
14,050,Pedro Abad,1
14,053,Posadas,6
14,054,Pozoblanco,10
14,055,Priego de Córdoba,13
14,057,"Rambla, La",6
14,058,Rute,1
14,059,San Sebastián de los Ballesteros,2
14,060,Santaella,7
14,061,Santa Eufemia,1
14,062,Torrecampo,2
14,065,"Victoria, La",2
14,066,Villa del Río,5
14,068,Villaharta,1
14,069,Villanueva de Córdoba,5
14,070,Villanueva del Duque,3
14,071,Villanueva del Rey,2
14,072,Villaralto,2
14,073,Villaviciosa de Córdoba,2
14,074,"Viso, El",1
14,075,Zuheros,2
15,001,Abegondo,1
15,002,Ames,11
15,004,Ares,2
15,005,Arteixo,1
15,006,Arzúa,3
15,007,"Baña, A",1
15,008,Bergondo,3
15,009,Betanzos,6
15,010,Boimorto,3
15,011,Boiro,8
15,012,Boqueixón,1
15,013,Brión,1
15,014,Cabana de Bergantiños,1
15,016,Camariñas,6
15,017,Cambre,10
15,018,"Capela, A",1
15,020,Carnota,3
15,021,Carral,6
15,022,Cedeira,7
15,023,Cee,4
15,024,Cerceda,2
15,025,Cerdido,2
15,026,Cesuras,1
15,029,Coristanco,3
15,030,"Coruña, A",148
15,031,Culleredo,7
15,032,Curtis,3
15,034,Dumbría,1
15,035,Fene,3
15,036,Ferrol,28
15,037,Fisterra,5
15,038,Frades,2
15,039,Irixoa,2
15,041,"Laracha, A",4
15,043,Malpica de Bergantiños,3
15,044,Mañón,1
15,045,Mazaricos,3
15,046,Melide,4
15,047,Mesía,2
15,048,Miño,4
15,049,Moeche,2
15,050,Monfero,1
15,051,Mugardos,3
15,052,Muxía,3
15,053,Muros,7
15,054,Narón,14
15,055,Neda,1
15,056,Negreira,6
15,057,Noia,6
15,058,Oleiros,10
15,059,Ordes,9
15,060,Oroso,5
15,061,Ortigueira,7
15,062,Outes,4
15,063,Oza dos Ríos,3
15,064,Paderne,1
15,065,Padrón,3
15,066,"Pino, O",3
15,068,Ponteceso,6
15,069,Pontedeume,8
15,070,"Pontes de García Rodríguez, As",8
15,071,Porto do Son,3
15,072,Rianxo,7
15,073,Ribeira,5
15,074,Rois,1
15,075,Sada,5
15,076,San Sadurniño,1
15,077,Santa Comba,3
15,078,Santiago de Compostela,64
15,080,Sobrado,1
15,081,"Somozas, As",1
15,082,Teo,11
15,084,Tordoia,1
15,086,Trazo,1
15,087,Valdoviño,2
15,088,Val do Dubra,4
15,093,Zas,3
15,901,Cariño,3
16,015,"Almarcha, La",1
16,018,Almonacid del Marquesado,2
16,033,Belmonte,1
16,035,Beteta,1
16,050,Cañaveras,1
16,051,Cañaveruelas,1
16,052,Cañete,2
16,056,Cardenete,2
16,078,Cuenca,23
16,100,"Hinojosos, Los",1
