CPRO,CMUN,NMUN,num_bancos
16,106,Horcajo de Santiago,1
16,112,Huete,5
16,117,Landete,6
16,129,Montalbanejo,1
16,133,Mota del Cuervo,1
16,170,Priego,4
16,171,"Provencio, El",3
16,175,Quintanar del Rey,3
16,186,Saelices,2
16,191,San Lorenzo de la Parrilla,2
16,203,Tarancón,3
16,228,Valdeolivas,1
16,236,Valverde de Júcar,3
16,243,Villaescusa de Haro,1
16,244,Villagarcía del Llano,2
16,245,Villalba de la Sierra,1
16,264,Villarejo de Fuentes,2
17,006,Alp,2
17,007,Amer,1
17,008,Anglès,4
17,013,Begur,3
17,015,Banyoles,9
17,016,Bàscara,1
17,019,Besalú,3
17,020,Bescanó,3
17,022,"Bisbal d'Empordà, La",4
17,023,Blanes,15
17,025,Bordils,1
17,027,Breda,3
17,032,Cadaqués,2
17,033,Caldes de Malavella,2
17,034,Calonge,3
17,036,Campdevànol,2
17,039,Camprodon,2
17,044,Cassà de la Selva,4
17,047,Castelló d'Empúries,3
17,048,Castell-Platja d'Aro,5
17,056,Cornellà del Terri,2
17,060,Darnius,1
17,062,"Escala, L'",9
17,066,Figueres,13
17,067,Flaçà,1
17,079,Girona,60
17,083,Hostalric,1
17,086,"Jonquera, La",3
17,092,Llançà,2
17,095,Lloret de Mar,8
17,102,Maçanet de Cabrenys,1
17,103,Maçanet de la Selva,1
17,105,Mieres,1
17,111,Navata,1
17,114,Olot,15
17,116,Osor,1
17,117,Palafrugell,15
17,118,Palamós,5
17,124,Pals,4
17,132,Peralada,2
17,138,Portbou,2
17,140,"Port de la Selva, El",1
17,141,Puigcerdà,5
17,142,Quart,1
17,145,Ribes de Freser,2
17,146,Riells i Viabrea,1
17,147,Ripoll,6
17,150,Riudellots de la Selva,2
17,152,Roses,7
17,155,Salt,6
17,160,Sant Feliu de Guíxols,4
17,161,Sant Feliu de Pallerols,2
17,163,Sant Gregori,1
17,164,Sant Hilari Sacalm,2
17,167,Sant Joan de les Abadesses,3
17,169,Sant Julià de Ramis,1
17,178,Sant Pere Pescador,10
17,180,Santa Coloma de Farners,6
17,184,Santa Pau,1
17,185,Sant Joan les Fonts,1
17,186,Sarrià de Ter,3
17,189,"Cellera de Ter, La",1
17,199,Torroella de Montgrí,12
17,200,Tortellà,1
17,202,Tossa de Mar,10
17,207,"Vall d'en Bas, La",2
17,213,Vidreres,3
17,214,Vilabertran,1
17,215,Vilablareix,1
17,223,Vilajuïga,1
17,903,Sant Julià del Llor i Bonmatí,1
18,003,Albolote,7
18,004,Albondón,2
18,005,Albuñán,1
18,006,Albuñol,4
18,007,Albuñuelas,2
18,010,Aldeire,1
18,011,Alfacar,1
18,012,Algarinejo,2
18,014,Alhendín,2
18,017,Almuñécar,16
18,018,Alquife,1
18,021,Armilla,5
18,022,Atarfe,10
18,023,Baza,6
18,024,Beas de Granada,1
18,025,Beas de Guadix,1
18,028,Benalúa de las Villas,2
18,029,Benamaurel,1
18,030,Bérchules,1
18,032,Bubión,1
18,034,Cacín,1
18,035,Cádiar,1
18,036,Cájar,1
18,042,Capileira,1
18,045,Castilléjar,3
18,046,Castril,2
18,047,Cenes de la Vega,1
18,050,Cogollos de la Vega,1
18,053,Cortes de Baza,4
18,054,Cortes y Graena,1
18,059,Chauchina,4
18,067,Diezma,2
18,069,Dólar,1
18,071,Dúrcal,1
18,074,Ferreira,1
18,078,Freila,2
18,082,Galera,2
18,084,Gójar,1
18,087,Granada,109
18,088,Guadahortuna,4
18,089,Guadix,5
18,093,Gualchos,6
18,097,Huéneja,1
18,098,Huéscar,1
18,100,Huétor Tájar,7
18,101,Huétor Vega,2
18,102,Illora,2
18,103,Itrabo,1
18,105,Iznalloz,4
18,108,Jerez del Marquesado,3
18,109,Jete,1
18,111,Jun,1
18,112,Juviles,1
18,114,"Calahorra, La",1
18,116,Lanjarón,4
18,121,Lobras,1
18,127,Maracena,10
18,128,Marchal,1
18,132,Moclín,1
18,133,Molvízar,2
18,134,Monachil,3
18,138,Moraleda de Zafayona,2
18,140,Motril,28
18,143,Nigüelas,1
18,146,Orce,2
18,147,Órgiva,8
18,148,Otívar,2
18,150,Padul,4
18,151,Pampaneira,1
18,152,Pedro Martínez,1
18,157,Pinos Genil,2
18,158,Pinos Puente,2
18,159,Píñar,1
18,162,Polopos,1
18,164,Puebla de Don Fadrique,4
18,165,Pulianas,2
18,167,Purullena,2
18,168,Quéntar,1
18,173,Salobreña,3
18,175,Santa Fe,1
18,176,Soportújar,1
18,180,Trevélez,2
18,182,Ugíjar,2
18,183,Válor,2
18,184,Vélez de Benaudalla,3
18,185,Ventas de Huelma,1
18,189,Víznar,1
18,192,Zafarraya,4
18,193,"Zubia, La",7
18,901,"Taha, La",1
18,903,Nevada,1
18,904,Alpujarra de la Sierra,3
18,905,"Gabias, Las",4
18,906,"Guajares, Los",2
18,907,Valle del Zalabí,2
18,909,Morelábor,1
18,911,Vegas del Genil,5
18,912,Cuevas del Campo,2
19,009,Alcocer,1
19,011,Alcolea del Pinar,1
19,032,Anguita,1
19,044,Atienza,3
19,046,Azuqueca de Henares,3
19,053,Brihuega,2
19,071,"Casar, El",3
19,086,Cifuentes,3
19,092,Cogolludo,1
19,099,Corduente,1
19,127,Galve de Sorbe,1
19,130,Guadalajara,10
19,135,Hiendelaencina,1
19,170,Maranchón,2
19,171,Marchamalo,1
19,190,Molina de Aragón,6
19,192,Mondéjar,1
19,212,Pastrana,4
19,245,Sacedón,1
19,257,Sigüenza,7
19,262,Tamajón,1
19,274,Torija,1
19,280,Torrejón del Rey,3
19,291,Trillo,2
19,317,Villanueva de Alcorón,3
19,326,Yebes,1
19,331,Yunquera de Henares,3
20,004,Albiztur,1
20,005,Alegia,1
20,009,Andoain,9
20,011,Antzuola,2
20,013,Aretxabaleta,2
20,014,Asteasu,1
20,017,Azkoitia,3
20,018,Azpeitia,14
20,019,Beasain,10
20,023,Berrobi,1
20,024,Bidegoian,1
20,025,Zegama,2
20,027,Zestoa,3
20,029,Deba,7
20,030,Eibar,19
20,032,Elgoibar,8
20,033,Elgeta,1
20,034,Eskoriatza,2
20,036,Hondarribia,7
20,039,Getaria,3
20,040,Hernani,7
20,042,Ibarra,2
20,045,Irun,30
20,047,Itsasondo,1
20,049,Lazkao,3
20,052,Legorreta,1
20,053,Lezo,4
20,054,Lizartza,2
20,055,Arrasate/Mondragón,11
20,056,Mutriku,2
20,059,Oñati,8
20,063,Oiartzun,6
20,064,Pasaia,11
20,065,Soraluze/Placencia de las Armas,3
20,067,Errenteria,18
20,069,Donostia-San Sebastián,115
20,070,Segura,2
20,071,Tolosa,11
20,073,Usurbil,6
20,074,Bergara,3
20,075,Villabona,6
20,076,Ordizia,9
20,077,Urretxu,2
20,079,Zarautz,13
20,080,Zumarraga,8
20,081,Zumaia,8
20,901,Mendaro,1
21,001,Alájar,2
21,002,Aljaraque,6
21,004,Almonaster la Real,1
21,005,Almonte,7
21,006,Alosno,3
21,007,Aracena,5
21,009,Arroyomolinos de León,2
21,010,Ayamonte,4
21,014,Bonares,2
21,018,"Campillo, El",3
21,021,Cartaya,4
21,029,Cumbres Mayores,5
21,032,Escacena del Campo,2
21,033,Fuenteheridos,2
21,040,Hinojos,2
21,041,Huelva,33
21,042,Isla Cristina,9
21,044,Lepe,3
21,046,Lucena del Puerto,3
21,049,Minas de Riotinto,2
21,050,Moguer,8
21,052,Nerva,3
21,054,"Palma del Condado, La",2
21,060,Punta Umbría,7
21,061,Rociana del Condado,2
21,064,San Juan del Puerto,3
21,065,Sanlúcar de Guadiana,2
21,068,Santa Bárbara de Casa,2
21,069,Santa Olalla del Cala,2
21,071,Valdelarco,1
21,073,Villablanca,1
21,074,Villalba del Alcor,1
21,078,Zalamea la Real,5
21,079,Zufre,1
22,007,Albalate de Cinca,2
22,017,Alcolea de Cinca,1
22,021,Almudévar,3
22,024,Alquézar,1
22,028,Ansó,2
22,039,Ayerbe,3
22,048,Barbastro,6
22,053,Benabarre,3
22,054,Benasque,7
22,055,Berbegal,1
22,057,Bielsa,4
22,059,Biescas,3
22,066,Boltaña,2
22,069,Broto,3
22,074,Campo,2
22,076,Canal de Berdún,1
22,077,Candasnos,2
22,078,Canfranc,4
22,084,Castejón de Sos,3
22,103,Estadilla,2
22,109,Fiscal,2
22,117,Graus,3
22,119,Gurrea de Gállego,1
22,124,Huerto,1
22,125,Huesca,28
22,130,Jaca,10
22,149,Loarre,1
22,158,Monzón,2
22,170,Panticosa,2
22,172,Peñalba,2
22,182,Plan,1
22,199,Sabiñánigo,8
22,204,Sallent de Gállego,3
22,207,San Juan de Plan,1
22,220,Sesa,1
22,225,Tamarite de Litera,1
22,226,Tardienta,3
22,230,Torla,2
22,901,Valle de Hecho,5
22,904,"Sotonera, La",1
22,907,Aínsa-Sobrarbe,5
23,001,Albanchez de Mágina,2
23,003,Alcaudete,3
23,004,Aldeaquemada,1
23,005,Andújar,1
23,007,Arjonilla,4
23,008,Arquillos,2
23,009,Baeza,9
23,011,Baños de la Encina,3
23,012,Beas de Segura,1
23,014,Begíjar,4
23,015,Bélmez de la Moraleda,2
23,017,Cabra del Santo Cristo,2
23,018,Cambil,2
23,019,Campillo de Arenas,2
23,020,Canena,3
23,021,Carboneros,1
23,025,Castellar,4
23,026,Castillo de Locubín,4
23,028,Cazorla,8
23,030,Chilluévar,2
23,031,Escañuela,2
23,032,Espelúy,2
23,033,Frailes,3
23,034,Fuensanta de Martos,4
23,035,Fuerte del Rey,2
23,038,"Guardia de Jaén, La",2
23,039,Guarromán,4
23,040,Lahiguera,2
23,041,Higuera de Calatrava,2
23,042,Hinojares,1
23,044,Huelma,1
23,045,Huesa,2
23,046,Ibros,3
23,047,"Iruela, La",4
23,049,Jabalquinto,2
23,050,Jaén,55
23,051,Jamilena,3
23,052,Jimena,2
23,053,Jódar,1
23,054,Larva,1
23,055,Linares,1
23,056,Lopera,5
23,057,Lupión,1
23,058,Mancha Real,6
23,059,Marmolejo,4
23,060,Martos,10
23,061,Mengíbar,3
23,062,Montizón,4
23,064,Noalejo,3
23,065,Orcera,3
23,066,Peal de Becerro,6
23,067,Pegalajar,3
23,069,Porcuna,5
23,070,Pozo Alcón,1
23,071,Puente de Génave,4
23,072,"Puerta de Segura, La",3
23,073,Quesada,8
23,074,Rus,6
23,075,Sabiote,2
23,076,Santa Elena,2
23,077,Santiago de Calatrava,2
23,080,Santo Tomé,3
23,081,Segura de la Sierra,3
23,082,Siles,3
23,084,Sorihuela del Guadalimar,2
23,085,Torreblascopedro,3
23,086,Torre del Campo,8
23,090,Torres,2
23,091,Torres de Albánchez,2
23,092,Úbeda,8
23,093,Valdepeñas de Jaén,4
23,095,Villacarrillo,6
23,096,Villanueva de la Reina,3
23,097,Villanueva del Arzobispo,2
23,099,"Villares, Los",3
23,901,Cárcheles,1
23,902,Bedmar y Garcíez,4
23,903,Villatorres,3
23,904,Santiago-Pontones,4
23,905,Arroyo del Ojanco,3
24,003,Alija del Infantado,3
24,008,Astorga,5
24,014,Bembibre,7
24,015,Benavides,1
24,021,Boñar,2
24,030,Cacabelos,5
24,034,Camponaraya,6
24,038,Carracedelo,2
24,047,Castrocontrigo,2
24,056,Cistierna,6
24,070,Fabero,4
24,089,León,55
24,094,Mansilla de las Mulas,4
24,114,"Pola de Gordón, La",1
24,115,Ponferrada,28
24,121,Puebla de Lillo,1
24,130,Riaño,5
24,134,"Robla, La",7
24,139,Sahagún,3
24,145,San Emiliano,2
24,157,Santa María del Páramo,5
24,169,Toreno,3
24,188,Valencia de Don Juan,7
24,189,Valverde de la Virgen,1
24,198,Vega de Valcarce,4
24,202,Villablino,1
24,205,Villadangos del Páramo,1
24,209,Villafranca del Bierzo,5
24,214,Villamejil,1
24,221,Villaquejida,2
24,222,Villaquilambre,1
24,227,Villaturiel,5
25,002,Àger,1
25,003,Agramunt,4
25,007,Albatàrrec,2
25,011,Alcarràs,2
25,012,Alcoletge,1
25,013,Alfarràs,1
25,020,Almatret,1
25,023,Alpicat,2
25,025,Naut Aran,3
25,027,Anglesola,2
25,029,Arbeca,3
25,033,Artesa de Lleida,2
25,034,Artesa de Segre,4
25,038,Aitona,3
25,039,Baix Pallars,1
25,040,Balaguer,6
25,041,Barbens,1
25,043,"Vall de Boí, La",4
25,046,Belianes,1
25,048,Bell-lloc d'Urgell,2
25,050,Bellpuig,4
25,051,Bellver de Cerdanya,2
25,052,Bellvís,2
25,058,"Borges Blanques, Les",5
25,059,Bossòst,3
25,062,Camarasa,1
25,067,Castelldans,2
25,068,Castellnou de Seana,1
25,070,Castellserà,1
25,072,Cervera,6
25,073,Cervià de les Garrigues,1
25,077,Coll de Nargó,2
25,082,Espot,1
25,086,Esterri d'Àneu,2
25,096,"Fuliola, La",1
25,099,Golmés,1
25,110,Guissona,5
25,113,Ivars d'Urgell,3
25,115,Isona i Conca Dellà,1
25,119,Juneda,2
25,120,Lleida,92
25,121,Les,2
25,122,Linyola,2
25,125,Llardecans,1
25,126,Llavorsí,1
25,134,Menàrguens,2
25,135,Miralcamp,2
25,137,Mollerussa,5
25,139,Montellà i Martinet,1
25,155,Organyà,1
25,158,"Palau d'Anglesola, El",3
25,171,"Pobla de Segur, La",3
25,172,Ponts,1
25,173,"Pont de Suert, El",3
25,182,Puigverd de Lleida,1
25,189,Rosselló,2
25,192,Sant Guim de Freixenet,1
25,203,"Seu d'Urgell, La",3
25,207,Solsona,4
25,209,Sort,3
25,211,Sudanell,1
25,217,Tàrrega,3
25,220,Térmens,1
25,225,Tornabous,1
25,230,Torregrossa,2
25,232,Torres de Segre,2
25,234,Tremp,4
25,240,Vallfogona de Balaguer,1
25,242,Verdú,1
25,243,Vielha e Mijaran,5
25,245,Vilaller,1
25,248,Vilanova de Bellpuig,1
25,254,Vilanova de la Barca,2
25,255,Vinaixa,2
26,005,Albelda de Iregua,1
26,006,Alberite,1
26,007,Alcanadre,2
26,011,Alfaro,2
26,019,Arrúbal,1
26,026,Baños de Río Tobía,1
26,034,Briones,1
26,042,Casalarreina,2
26,046,Cenicero,3
26,058,Enciso,1
26,061,Ezcaray,2
26,064,Fuenmayor,3
26,071,Haro,4
26,089,Logroño,56
26,099,Murillo de Río Leza,1
26,102,Nájera,4
26,105,Navarrete,2
26,117,Pradejón,4
26,125,Rincón de Soto,1
26,134,Santa Coloma,1
26,138,Santo Domingo de la Calzada,7
26,142,San Vicente de la Sonsierra,2
26,151,Torrecilla en Cameros,1
27,001,Abadín,3
27,002,Alfoz,1
27,003,Antas de Ulla,2
27,004,Baleira,2
27,005,Barreiros,2
27,006,Becerreá,5
27,007,Begonte,2
27,010,Castro de Rei,1
27,011,Castroverde,3
27,012,Cervantes,1
27,014,"Corgo, O",1
27,015,Cospeito,4
27,016,Chantada,7
27,017,Folgoso do Courel,2
27,018,"Fonsagrada, A",4
27,019,Foz,4
27,020,Friol,2
27,022,Guitiriz,6
27,023,Guntín,1
27,024,"Incio, O",2
27,025,Xove,1
27,026,Láncara,4
27,027,Lourenzá,1
27,028,Lugo,45
27,029,Meira,1
27,030,Mondoñedo,5
27,031,Monforte de Lemos,3
27,032,Monterroso,3
27,037,"Nogais, As",1
27,038,Ourol,1
27,040,Palas de Rei,4
27,042,Paradela,2
27,044,"Pastoriza, A",2
27,045,Pedrafita do Cebreiro,1
27,047,"Pobra do Brollón, A",3
27,048,"Pontenova, A",2
27,049,Portomarín,6
27,050,Quiroga,2
27,051,Ribadeo,12
27,052,Ribas de Sil,1
27,054,Riotorto,1
27,055,Samos,2
27,057,Sarria,7
27,058,"Saviñao, O",2
27,059,Sober,1
27,061,Trabada,1
27,062,Triacastela,1
27,063,"Valadouro, O",3
27,064,"Vicedo, O",2
27,065,Vilalba,7
27,066,Viveiro,7
28,002,Ajalvir,3
28,005,Alcalá de Henares,60
28,006,Alcobendas,37
28,007,Alcorcón,14
28,009,Algete,1
28,010,Alpedrete,8
28,013,Aranjuez,16
28,014,Arganda del Rey,14
28,015,Arroyomolinos,4
28,018,Becerril de la Sierra,4
28,022,Boadilla del Monte,8
28,023,"Boalo, El",1
28,026,Brunete,2
28,027,Buitrago del Lozoya,2
28,028,Bustarviejo,2
28,030,"Cabrera, La",1
28,031,Cadalso de los Vidrios,2
28,032,Camarma de Esteruelas,3
28,033,Campo Real,7
28,036,Casarrubuelos,2
28,037,Cenicientos,1
28,038,Cercedilla,3
28,040,Ciempozuelos,1
28,041,Cobeña,2
28,042,Colmenar del Arroyo,1
28,043,Colmenar de Oreja,5
28,044,Colmenarejo,3
28,045,Colmenar Viejo,15
28,046,Collado Mediano,4
28,047,Collado Villalba,20
28,049,Coslada,29
28,050,Cubas de la Sagra,1
28,052,Chinchón,3
28,053,Daganzo de Arriba,2
28,054,"Escorial, El",5
28,056,Fresnedillas de la Oliva,2
28,058,Fuenlabrada,71
28,061,Galapagar,11
28,065,Getafe,23
28,066,Griñón,2
28,068,Guadarrama,5
28,072,Hoyo de Manzanares,2
28,073,Humanes de Madrid,12
28,074,Leganés,50
28,076,Lozoya,1
28,079,Madrid,1362
28,080,Majadahonda,45
28,082,Manzanares el Real,3
28,083,Meco,5
28,084,Mejorada del Campo,1
28,085,Miraflores de la Sierra,2
28,086,"Molar, El",2
28,087,"Molinos, Los",2
28,089,Moraleja de Enmedio,2
28,090,Moralzarzal,4
28,091,Morata de Tajuña,2
28,092,Mostoles,1
28,092,Móstoles,56
28,093,Navacerrada,2
28,095,Navalagamella,2
28,096,Navalcarnero,2
28,099,Navas del Rey,1
28,100,Nuevo Baztán,3
28,104,Paracuellos de Jarama,8
28,106,Parla,26
28,108,Pedrezuela,1
28,109,Pelayos de la Presa,2
28,113,Pinto,22
28,115,Pozuelo de Alarcón,46
28,116,Pozuelo del Rey,1
28,120,Rascafría,3
28,123,Rivas-Vaciamadrid,16
28,127,"Rozas de Madrid, Las",37
28,129,San Agustín del Guadalix,5
28,130,San Fernando de Henares,16
28,131,San Lorenzo de El Escorial,5
28,132,San Martín de la Vega,9
28,133,San Martín de Valdeiglesias,3
28,134,San Sebastián de los Reyes,13
28,141,Sevilla la Nueva,5
28,144,Soto del Real,3
28,147,Titulcia,1
28,148,Torrejón de Ardoz,73
28,149,Torrejón de la Calzada,4
28,150,Torrejón de Velasco,2
28,151,Torrelaguna,3
28,152,Torrelodones,5
28,154,Torres de la Alameda,2
28,160,Valdemorillo,1
28,161,Valdemoro,6
28,162,Valdeolmos-Alalpardo,1
28,167,Velilla de San Antonio,1
28,171,Villa del Prado,3
28,174,Villamanta,2
28,180,Villarejo de Salvanés,3
28,181,Villaviciosa de Odón,11
28,183,Zarzalejo,1
28,901,Lozoyuela-Navas-Sieteiglesias,1
28,903,Tres Cantos,8
29,003,Alfarnate,1
29,005,Algarrobo,4
29,006,Algatocín,1
29,007,Alhaurín de la Torre,7
29,009,Almáchar,1
29,011,Almogía,1
29,012,Álora,1
29,013,Alozaina,1
29,015,Antequera,15
29,017,Archidona,1
29,018,Ardales,4
29,023,Benahavís,5
29,024,Benalauría,1
29,025,Benalmádena,63
29,026,Benamargosa,3
29,028,Benaoján,1
29,029,Benarrabá,1
29,031,"Burgo, El",2
29,032,Campillos,6
29,033,Canillas de Aceituno,1
29,035,Cañete la Real,2
29,036,Carratraca,2
29,038,Cártama,2
29,039,Casabermeja,1
29,041,Casares,2
29,043,Colmenar,2
29,045,Cómpeta,2
29,046,Cortes de la Frontera,2
29,047,Cuevas Bajas,1
29,049,Cuevas de San Marcos,1
29,051,Estepona,11
29,053,Frigiliana,4
29,054,Fuengirola,37
29,055,Fuente de Piedra,1
29,061,Istán,1
29,063,Jimera de Líbar,1
29,064,Jubrique,1
29,067,Málaga,179
29,068,Manilva,1
29,069,Marbella,64
29,070,Mijas,45
29,072,Mollina,3
29,073,Monda,1
29,074,Montejaque,2
29,075,Nerja,38
29,076,Ojén,2
29,077,Parauta,2
29,079,Periana,2
29,080,Pizarra,1
29,081,Pujerra,1
29,082,Rincón de la Victoria,12
29,083,Riogordo,1
29,084,Ronda,9
29,086,Sayalonga,1
29,088,Sierra de Yeguas,2
29,090,Tolox,1
29,091,Torrox,11
29,093,Valle de Abdalajís,1
29,094,Vélez-Málaga,32
29,096,Villanueva del Rosario,1
29,097,Villanueva del Trabuco,3
29,100,Yunquera,2
29,901,Torremolinos,24
29,902,Villanueva de la Concepción,1
30,002,Abarán,1
30,003,Águilas,2
30,004,Albudeite,1
30,005,Alcantarilla,2
30,006,Aledo,1
30,008,Alhama de Murcia,9
30,009,Archena,3
30,010,Beniel,1
30,011,Blanca,3
30,012,Bullas,3
30,013,Calasparra,1
30,014,Campos del Río,2
30,015,Caravaca de la Cruz,2
30,016,Cartagena,91
30,017,Cehegín,5
30,022,Jumilla,5
30,023,Librilla,4
30,024,Lorca,26
30,026,Mazarrón,3
30,027,Molina de Segura,6
30,028,Moratalla,1
30,030,Murcia,120
30,035,San Javier,15
30,036,San Pedro del Pinatar,7
30,037,Torre-Pacheco,14
30,043,Yecla,9
30,901,Santomera,6
30,902,"Alcázares, Los",15
31,010,Altsasu/Alsasua,8
31,015,Andosilla,4
31,016,Ansoáin/Antsoain,3
31,018,Añorbe,1
31,019,Aoiz/Agoitz,2
31,020,Araitz,1
31,022,Arantza,1
31,023,Aranguren,3
31,027,Arbizu,1
31,029,"Arcos, Los",2
31,034,Aribe,3
31,042,Azagra,1
31,045,Barásoain,1
31,050,Baztan,6
31,055,Betelu,1
31,058,Auritz/Burguete,2
31,060,Burlada/Burlata,9
31,062,Cabanillas,1
31,074,Cirauqui/Zirauki,1
31,078,Cortes,1
31,082,Etxalar,2
31,084,Etxarri-Aranatz,1
31,086,Egüés,3
31,088,Noáin (Valle de Elorz)/Noain (Elortzibar),1
31,092,Erro,1
31,093,Ezcároz/Ezkaroze,1
31,097,Estella/Lizarra,7
31,098,Esteribar,1
31,100,Eulate,2
31,107,Funes,2
31,108,Fustiñana,2
31,109,Galar,3
31,122,Huarte/Uharte,3
31,123,Uharte-Arakil,2
31,128,Isaba/Izaba,2
31,138,Lakuntza,2
31,149,Leitza,1
31,152,Lerín,1
31,153,Lesaka,5
31,157,Lodosa,3
31,159,Lumbier,2
31,161,Mañeru,1
31,165,Mendavia,3
31,167,Mendigorría,2
31,172,Monreal,1
31,181,Navascués,1
31,183,Obanos,1
31,185,Ochagavía/Otsagabia,3
31,189,Olazti/Olazagutía,2
31,191,Olite/Erriberri,4
31,201,Pamplona/Iruña,101
31,202,Peralta/Azkoien,4
31,206,Puente la Reina/Gares,4
31,210,Roncal/Erronkari,1
31,216,Sangüesa/Zangoza,4
31,220,Santacara,2
31,221,Doneztebe/Santesteban,5
31,223,Sartaguda,2
31,226,Sunbilla,1
31,227,Tafalla,8
31,231,Torres del Río,1
31,232,Tudela,4
31,236,Ultzama,1
31,239,Urdazubi/Urdax,2
31,240,Urdiain,1
31,243,Urroz-Villa,1
31,248,Luzaide/Valcarlos,1
31,249,Valtierra,1
31,250,Bera,7
31,251,Viana,4
31,254,Villafranca,2
31,257,Villatuerta,1
31,258,Villava/Atarrabia,4
31,901,Barañain,6
31,903,Berriozar,2
31,904,Irurtzun,2
31,905,Beriáin,1
31,906,Orkoien,1
31,907,Zizur Mayor/Zizur Nagusia,5
31,908,Lekunberri,4
32,001,Allariz,7
32,003,"Arnoia, A",1
32,004,Avión,2
32,005,Baltar,2
32,006,Bande,2
32,008,Barbadás,1
32,009,"Barco de Valdeorras, O",6
32,011,Beariz,3
32,012,"Blancos, Os",1
32,017,Carballeda de Valdeorras,2
32,019,"Carballiño, O",5
32,023,Castro Caldelas,2
32,024,Celanova,2
32,025,Cenlle,1
32,026,Coles,1
32,028,Cualedro,2
32,029,Chandrexa de Queixa,1
32,030,Entrimo,1
32,031,Esgos,1
32,032,Xinzo de Limia,2
32,034,"Gudiña, A",4
32,039,Laza,1
32,040,Leiro,1
32,042,Lobios,2
32,043,Maceda,1
32,044,Manzaneda,1
32,049,Montederramo,1
32,051,Muíños,1
32,052,Nogueira de Ramuín,2
32,054,Ourense,28
32,055,Paderne de Allariz,1
32,057,Parada de Sil,2
32,059,"Peroxa, A",1
32,063,"Pobra de Trives, A",1
32,068,Ramirás,2
32,069,Ribadavia,2
32,070,San Xoán de Río,1
32,074,San Amaro,1
32,075,San Cibrao das Viñas,2
