Municipio,num_bancos,poblacion,renta
"coves de vinromà, les",2,1865.0,30.457
culla,2,493.0,27.178
chilches/xilxes,4,3094.0,30.952
forcall,1,477.0,33.502
lucena del cid,3,,
"llosa, la",1,1042.0,30.38
montanejos,1,643.0,26.003
navajas,1,846.0,29.262
nules,3,14062.0,33.665
onda,9,25817.0,34.731
oropesa del mar/orpesa,2,,
peníscola/peñíscola,1,8496.0,30.191
"pobla tornesa, la",1,1325.0,40.017
rossell,1,892.0,27.148
"salzadella, la",1,678.0,29.371
sant mateu,1,2004.0,33.117
san rafael del río,1,530.0,26.443
segorbe,2,9640.0,32.352
sierra engarcerán,2,1043.0,30.761
sueras/suera,1,,
todolella,1,147.0,31.171
torreblanca,4,5674.0,28.614
"torre d'en besora, la",1,163.0,30.563
"vall d'uixó, la",1,31884.0,33.242
vallibona,1,64.0,26.601
villafranca del cid/vilafranca,2,,
villahermosa del río,1,490.0,30.284
vila real,10,52505.0,37.032
vinaròs,4,30278.0,32.231
vistabella del maestrazgo,1,,
viver,2,1680.0,29.061
alquerías del niño perdido,3,,
abenójar,1,1324.0,27.524
albaladejo,4,1003.0,21.301
alcázar de san juan,3,31382.0,35.133
alcoba,1,567.0,29.588
almadén,6,4902.0,27.632
almagro,7,9049.0,30.554
almuradiel,1,752.0,27.493
arenas de san juan,2,1035.0,23.832
ballesteros de calatrava,2,361.0,26.66
bolaños de calatrava,6,12067.0,30.858
campo de criptana,8,12932.0,30.801
carrión de calatrava,2,3233.0,31.071
ciudad real,2,75909.0,38.73
"cortijos, los",1,847.0,27.029
cózar,1,899.0,22.487
daimiel,9,17645.0,30.235
granátula de calatrava,1,686.0,26.042
herencia,4,8459.0,28.275
horcajo de los montes,1,795.0,24.379
manzanares,1,17745.0,32.953
porzuna,3,3516.0,25.701
puertollano,10,45195.0,31.668
retuerta del bullaque,1,867.0,27.363
solana del pino,2,332.0,23.692
tomelloso,8,36523.0,28.68
torralba de calatrava,1,3075.0,27.547
valdepeñas,19,30617.0,31.139
villanueva de la fuente,3,1883.0,23.989
villanueva de los infantes,6,4785.0,28.739
villanueva de los infantes,6,4785.0,41.542
villanueva de los infantes,6,112.0,28.739
villanueva de los infantes,6,112.0,41.542
villanueva de san carlos,1,272.0,35.726
villarrubia de los ojos,1,9620.0,26.404
villarta de san juan,1,2698.0,26.836
viso del marqués,4,2081.0,25.35
ruidera,1,533.0,26.338
arenales de san gregorio,1,617.0,24.235
llanos del caudillo,1,657.0,32.298
adamuz,3,4091.0,25.918
almedinilla,1,2323.0,24.494
almodóvar del río,3,7981.0,26.621
añora,2,1503.0,31.809
belalcázar,2,3099.0,24.565
belmez,1,2818.0,27.695
bujalance,5,7134.0,26.514
cabra,8,20024.0,29.49
cañete de las torres,2,2806.0,26.01
carcabuey,3,2299.0,25.176
"carlota, la",7,14381.0,28.202
"carpio, el",2,4325.0,29.969
castro del río,4,7612.0,28.559
córdoba,87,322811.0,35.632
doña mencía,3,4478.0,27.797
dos torres,2,2365.0,27.013
encinas reales,2,2234.0,23.897
espejo,2,3177.0,28.426
espiel,1,2341.0,29.186
fernán núñez,6,9638.0,30.857
fuente la lancha,1,339.0,21.857
fuente palmera,7,9907.0,26.884
guadalcázar,2,1556.0,27.591
"guijo, el",1,346.0,30.379
hinojosa del duque,5,6563.0,26.437
hornachuelos,5,4390.0,26.487
iznájar,2,3739.0,23.45
lucena,5,43086.0,29.156
montalbán de córdoba,4,4435.0,27.49
montoro,6,9049.0,27.894
moriles,4,3643.0,24.58
obejo,1,2085.0,28.752
palma del río,12,20546.0,28.075
pedro abad,1,2817.0,27.146
posadas,6,7224.0,26.727
pozoblanco,10,16946.0,33.485
priego de córdoba,13,21826.0,25.6
"rambla, la",6,7438.0,29.245
rute,1,9765.0,25.716
san sebastián de los ballesteros,2,854.0,34.205
santaella,7,4655.0,28.244
santa eufemia,1,710.0,22.84
torrecampo,2,1000.0,26.206
"victoria, la",2,2335.0,28.111
villa del río,5,6863.0,28.031
villaharta,1,634.0,25.942
villanueva de córdoba,5,8381.0,26.123
villanueva del duque,3,1404.0,27.588
villanueva del rey,2,1014.0,23.426
villaralto,2,1075.0,23.958
villaviciosa de córdoba,2,3064.0,22.559
"viso, el",1,2511.0,26.196
zuheros,2,608.0,26.772
abegondo,1,5578.0,38.226
ames,11,32812.0,38.343
ares,2,6156.0,34.47
arteixo,1,34038.0,35.108
arzúa,3,5887.0,33.388
"baña, a",1,3291.0,36.148
bergondo,3,6986.0,43.94
betanzos,6,13261.0,33.568
boimorto,3,1801.0,31.496
boiro,8,19018.0,34.194
boqueixón,1,4200.0,38.59
brión,1,8197.0,39.5
cabana de bergantiños,1,4098.0,34.239
camariñas,6,5098.0,27.748
cambre,10,24781.0,38.161
"capela, a",1,1182.0,38.972
carnota,3,3800.0,29.587
carral,6,6775.0,36.693
cedeira,7,6548.0,28.528
cee,4,7740.0,31.996
cerceda,2,5085.0,38.915
cerdido,2,1004.0,26.622
cesuras,1,,
coristanco,3,5744.0,32.737
"coruña, a",148,249261.0,39.802
culleredo,7,31085.0,36.836
curtis,3,4181.0,33.288
dumbría,1,2776.0,39.455
fene,3,12530.0,34.364
ferrol,28,64218.0,32.592
fisterra,5,4704.0,28.808
frades,2,2163.0,39.201
irixoa,2,1326.0,32.168
"laracha, a",4,11603.0,34.416
malpica de bergantiños,3,5267.0,29.365
mañón,1,1223.0,28.608
mazaricos,3,3719.0,38.333
melide,4,7734.0,29.866
mesía,2,2383.0,35.001
miño,4,6946.0,36.413
moeche,2,1200.0,29.697
monfero,1,1818.0,34.569
mugardos,3,5195.0,32.92
muxía,3,4380.0,30.076
muros,7,8184.0,31.037
narón,14,39285.0,32.992
neda,1,4868.0,32.65
negreira,6,6961.0,31.864
noia,6,14092.0,33.028
oleiros,10,38333.0,51.654
ordes,9,12772.0,34.495
oroso,5,7757.0,36.958
ortigueira,7,5418.0,28.761
outes,4,6049.0,31.673
oza dos ríos,3,,
paderne,1,2387.0,37.73
padrón,3,8256.0,35.88
"pino, o",3,4581.0,35.893
ponteceso,6,5318.0,31.544
pontedeume,8,7456.0,35.01
"pontes de garcía rodríguez, as",8,9782.0,40.324
porto do son,3,9064.0,33.029
rianxo,7,10748.0,34.382
ribeira,5,27111.0,34.729
rois,1,4395.0,36.88
sada,5,17140.0,36.064
sada,5,17140.0,42.998
sada,5,128.0,36.064
sada,5,128.0,42.998
san sadurniño,1,2733.0,31.93
santa comba,3,9319.0,36.724
santiago de compostela,64,99536.0,41.436
sobrado,1,1754.0,31.703
sobrado,1,1754.0,32.127
sobrado,1,282.0,31.703
sobrado,1,282.0,32.127
"somozas, as",1,1068.0,29.629
teo,11,19045.0,42.504
tordoia,1,3181.0,37.851
trazo,1,2979.0,39.24
valdoviño,2,6857.0,34.233
val do dubra,4,3734.0,35.102
zas,3,4261.0,35.854
cariño,3,3691.0,26.032
"almarcha, la",1,423.0,25.69
almonacid del marquesado,2,417.0,31.154
belmonte,1,1769.0,27.735
beteta,1,235.0,31.714
cañaveras,1,220.0,26.083
cañaveruelas,1,118.0,21.5
cañete,2,843.0,28.438
cardenete,2,474.0,23.55
cuenca,23,53429.0,36.241
"hinojosos, los",1,721.0,22.191
horcajo de santiago,1,3754.0,27.73
huete,5,1822.0,27.834
landete,6,1215.0,27.531
montalbanejo,1,84.0,23.384
mota del cuervo,1,6121.0,29.131
priego,4,925.0,27.017
"provencio, el",3,2358.0,26.068
quintanar del rey,3,7484.0,27.516
saelices,2,464.0,25.902
san lorenzo de la parrilla,2,1134.0,27.81
tarancón,3,16462.0,33.098
valdeolivas,1,202.0,25.061
valverde de júcar,3,1097.0,30.979
villaescusa de haro,1,459.0,27.946
villagarcía del llano,2,757.0,24.086
villalba de la sierra,1,561.0,32.61
villarejo de fuentes,2,400.0,25.407
alp,2,1728.0,45.453
amer,1,2415.0,42.191
anglès,4,5969.0,38.693
begur,3,4245.0,46.698
banyoles,9,20599.0,43.635
bàscara,1,1057.0,39.466
besalú,3,2583.0,40.477
bescanó,3,5141.0,48.03
"bisbal d'empordà, la",4,11683.0,36.02
blanes,15,42198.0,34.707
bordils,1,1804.0,47.331
breda,3,3930.0,38.176
cadaqués,2,2918.0,38.593
caldes de malavella,2,8509.0,45.055
calonge,3,,
campdevànol,2,3262.0,40.095
camprodon,2,2527.0,40.48
cassà de la selva,4,10943.0,42.463
castelló d'empúries,3,12163.0,32.988
castell platja d'aro,5,,
cornellà del terri,2,2390.0,50.182
darnius,1,548.0,33.851
"escala, l'",9,10429.0,35.951
figueres,13,48875.0,34.155
flaçà,1,1145.0,39.973
girona,60,107032.0,44.772
hostalric,1,4446.0,37.767
"jonquera, la",3,3408.0,39.014
llançà,2,4943.0,34.986
lloret de mar,8,42600.0,32.636
maçanet de cabrenys,1,772.0,33.262
maçanet de la selva,1,7962.0,36.432
mieres,1,349.0,36.261
mieres,1,349.0,32.313
mieres,1,36132.0,36.261
mieres,1,36132.0,32.313
navata,1,1469.0,48.263
olot,15,38822.0,40.654
osor,1,418.0,33.586
palafrugell,15,24300.0,36.479
palamós,5,18651.0,38.543
pals,4,2556.0,43.572
peralada,2,2047.0,50.709
portbou,2,1082.0,33.136
"port de la selva, el",1,1061.0,40.042
puigcerdà,5,10008.0,39.131
quart,1,4099.0,53.175
ribes de freser,2,1847.0,36.787
riells i viabrea,1,4499.0,41.252
ripoll,6,10692.0,37.635
riudellots de la selva,2,2142.0,49.191
roses,7,20362.0,34.062
salt,6,33904.0,35.569
sant feliu de guíxols,4,23050.0,34.837
sant feliu de pallerols,2,1692.0,46.995
sant gregori,1,4243.0,63.025
sant hilari sacalm,2,5982.0,36.875
sant joan de les abadesses,3,3375.0,38.952
sant julià de ramis,1,3644.0,53.265
sant pere pescador,10,2241.0,37.464
santa coloma de farners,6,13657.0,39.852
santa pau,1,1611.0,44.066
sant joan les fonts,1,3111.0,44.154
sarrià de ter,3,5392.0,42.704
"cellera de ter, la",1,2014.0,40.555
torroella de montgrí,12,12521.0,37.274
tortellà,1,828.0,39.334
tossa de mar,10,6274.0,35.389
"vall d'en bas, la",2,3219.0,50.015
vidreres,3,8538.0,39.407
vilabertran,1,984.0,44.601
vilablareix,1,3772.0,57.274
vilajuïga,1,1179.0,38.832
sant julià del llor i bonmatí,1,1373.0,41.846
albolote,7,19587.0,35.876
albondón,2,712.0,21.291
albuñán,1,422.0,26.139
albuñol,4,7357.0,25.574
albuñuelas,2,794.0,23.662
aldeire,1,592.0,25.567
alfacar,1,5784.0,32.713
algarinejo,2,2335.0,20.238
alhendín,2,10399.0,32.293
almuñécar,16,27311.0,27.76
alquife,1,557.0,28.977
armilla,5,25405.0,34.348
atarfe,10,20455.0,29.536
baza,6,20562.0,30.241
beas de granada,1,1009.0,31.756
beas de guadix,1,316.0,23.16
benalúa de las villas,2,1021.0,21.785
benamaurel,1,2246.0,24.012
bérchules,1,695.0,23.369
bubión,1,311.0,25.546
cacín,1,537.0,19.172
cádiar,1,1517.0,25.488
cájar,1,5492.0,40.827
capileira,1,576.0,26.642
castilléjar,3,1289.0,20.926
castril,2,1968.0,22.762
cenes de la vega,1,8296.0,29.839
cogollos de la vega,1,2084.0,26.266
cortes de baza,4,1793.0,24.904
cortes y graena,1,966.0,24.368
chauchina,4,5781.0,27.116
diezma,2,810.0,23.67
dólar,1,606.0,25.496
dúrcal,1,7209.0,28.903
ferreira,1,303.0,27.646
freila,2,922.0,21.794
galera,2,1116.0,22.477
gójar,1,6340.0,37.006
granada,109,232717.0,36.821
guadahortuna,4,1830.0,20.786
guadix,5,18725.0,30.211
gualchos,6,5309.0,26.716
huéneja,1,1177.0,26.994
huéscar,1,7234.0,27.494
huétor tájar,7,10653.0,25.38
huétor vega,2,12294.0,38.058
illora,2,,
itrabo,1,,
iznalloz,4,5154.0,23.072
jerez del marquesado,3,,
jete,1,995.0,25.109
jun,1,4145.0,37.219
juviles,1,138.0,23.655
"calahorra, la",1,681.0,25.482
lanjarón,4,3660.0,26.357
lobras,1,134.0,21.901
maracena,10,22310.0,31.679
marchal,1,425.0,22.592
moclín,1,3529.0,24.838
molvízar,2,2730.0,23.929
monachil,3,8608.0,33.632
moraleda de zafayona,2,3127.0,24.653
motril,28,59632.0,31.129
nigüelas,1,1239.0,30.042
orce,2,1148.0,22.863
órgiva,8,5674.0,24.812
otívar,2,1038.0,26.879
padul,4,9536.0,30.111
pampaneira,1,314.0,25.375
pedro martínez,1,1147.0,20.972
pinos genil,2,1638.0,31.763
pinos puente,2,9708.0,23.649
píñar,1,1060.0,27.806
polopos,1,1671.0,24.042
puebla de don fadrique,4,2202.0,24.094
pulianas,2,5628.0,30.744
purullena,2,2338.0,26.009
quéntar,1,943.0,25.345
salobreña,3,12660.0,27.835
santa fe,1,15269.0,27.939
soportújar,1,278.0,27.421
trevélez,2,703.0,26.684
ugíjar,2,2561.0,23.803
válor,2,660.0,21.321
vélez de benaudalla,3,3054.0,25.23
ventas de huelma,1,674.0,28.566
víznar,1,997.0,37.208
zafarraya,4,2189.0,24.711
"zubia, la",7,20056.0,33.833
"taha, la",1,759.0,23.964
nevada,1,1096.0,21.676
alpujarra de la sierra,3,931.0,23.572
"gabias, las",4,23318.0,30.223
"guajares, los",2,,
valle del zalabí,2,2122.0,27.013
morelábor,1,587.0,22.592
vegas del genil,5,12325.0,33.711
cuevas del campo,2,1775.0,22.738
alcocer,1,315.0,25.63
alcolea del pinar,1,336.0,32.092
anguita,1,156.0,24.905
atienza,3,422.0,28.616
azuqueca de henares,3,35894.0,38.994
brihuega,2,2816.0,30.412
"casar, el",3,13628.0,43.588
cifuentes,3,1701.0,37.702
cogolludo,1,554.0,31.571
corduente,1,290.0,27.549
galve de sorbe,1,95.0,27.081
guadalajara,10,90909.0,39.96
hiendelaencina,1,110.0,32.222
maranchón,2,218.0,29.773
marchamalo,1,8497.0,38.434
molina de aragón,6,3280.0,30.276
mondéjar,1,2900.0,32.664
pastrana,4,891.0,30.647
sacedón,1,1595.0,27.846
sigüenza,7,4830.0,31.323
tamajón,1,154.0,32.117
torija,1,1764.0,37.535
torrejón del rey,3,6324.0,37.894
trillo,2,1396.0,47.176
villanueva de alcorón,3,148.0,25.202
yebes,1,5421.0,38.254
yunquera de henares,3,4566.0,33.406
albiztur,1,324.0,50.992
alegia,1,1812.0,41.309
andoain,9,14563.0,41.529
antzuola,2,2069.0,46.211
aretxabaleta,2,7194.0,47.636
asteasu,1,1575.0,43.914
azkoitia,3,11697.0,47.981
azpeitia,14,15208.0,47.665
beasain,10,13961.0,46.344
berrobi,1,553.0,42.036
bidegoian,1,,
zegama,2,1541.0,47.184
zestoa,3,3838.0,44.253
deba,7,5399.0,44.628
eibar,19,27362.0,43.246
elgoibar,8,11585.0,46.438
elgeta,1,1130.0,45.38
eskoriatza,2,4241.0,47.173
hondarribia,7,16929.0,52.046
getaria,3,2906.0,48.406
hernani,7,20355.0,40.58
ibarra,2,4112.0,40.98
irun,30,63656.0,41.388
itsasondo,1,670.0,42.997
lazkao,3,6055.0,47.86
legorreta,1,1449.0,44.331
lezo,4,6012.0,39.659
lizartza,2,667.0,39.968
arrasate/mondragón,11,22123.0,45.439
mutriku,2,5281.0,43.693
oñati,8,11537.0,50.967
oiartzun,6,10378.0,48.851
pasaia,11,16009.0,37.612
soraluze/placencia de las armas,3,,
errenteria,18,39352.0,38.8
donostia san sebastián,115,,
segura,2,1465.0,47.747
tolosa,11,20109.0,47.325
usurbil,6,6438.0,44.85
bergara,3,14471.0,49.061
villabona,6,5859.0,43.251
ordizia,9,10699.0,46.37
urretxu,2,6765.0,45.727
zarautz,13,23370.0,49.707
zumarraga,8,9687.0,38.633
zumaia,8,10251.0,51.477
mendaro,1,2004.0,47.258
alájar,2,791.0,24.279
aljaraque,6,22489.0,44.181
almonaster la real,1,1751.0,27.412
almonte,7,24863.0,27.348
alosno,3,3982.0,25.683
aracena,5,8392.0,29.924
arroyomolinos de león,2,925.0,20.718
ayamonte,4,21622.0,29.588
bonares,2,6153.0,32.248
"campillo, el",3,2014.0,28.528
"campillo, el",3,2014.0,31.859
"campillo, el",3,198.0,28.528
"campillo, el",3,198.0,31.859
cartaya,4,21408.0,31.128
cumbres mayores,5,1729.0,25.287
escacena del campo,2,2318.0,27.813
fuenteheridos,2,814.0,25.643
hinojos,2,4056.0,28.91
huelva,33,143290.0,33.53
isla cristina,9,21641.0,27.438
lepe,3,29241.0,29.677
lucena del puerto,3,3388.0,33.847
minas de riotinto,2,3713.0,30.308
moguer,8,23551.0,31.426
nerva,3,5073.0,29.183
"palma del condado, la",2,10709.0,32.043
punta umbría,7,16137.0,30.647
rociana del condado,2,7985.0,26.277
san juan del puerto,3,9811.0,31.371
sanlúcar de guadiana,2,416.0,27.905
santa bárbara de casa,2,1128.0,24.039
santa olalla del cala,2,2061.0,25.436
valdelarco,1,237.0,24.074
villablanca,1,2979.0,26.454
villalba del alcor,1,3302.0,25.724
zalamea la real,5,2963.0,29.368
zufre,1,735.0,24.563
albalate de cinca,2,1142.0,35.85
alcolea de cinca,1,1109.0,35.467
almudévar,3,2437.0,36.855
alquézar,1,338.0,34.559
ansó,2,413.0,33.966
ayerbe,3,1066.0,33.379
barbastro,6,17558.0,36.907
benabarre,3,1137.0,31.791
benasque,7,2362.0,42.728
berbegal,1,325.0,34.482
bielsa,4,487.0,37.916
biescas,3,1609.0,37.003
boltaña,2,1102.0,37.316
broto,3,608.0,33.615
campo,2,483.0,35.993
canal de berdún,1,330.0,31.05
candasnos,2,422.0,43.405
canfranc,4,612.0,33.806
castejón de sos,3,868.0,37.113
estadilla,2,822.0,40.173
fiscal,2,379.0,35.443
graus,3,3380.0,32.254
gurrea de gállego,1,1427.0,31.659
huerto,1,226.0,31.085
huesca,28,54704.0,37.516
jaca,10,13883.0,36.862
loarre,1,351.0,34.092
monzón,2,18152.0,35.321
panticosa,2,909.0,41.067
peñalba,2,695.0,40.703
plan,1,279.0,34.464
sabiñánigo,8,9592.0,36.196
sallent de gállego,3,1516.0,40.633
san juan de plan,1,151.0,29.108
sesa,1,162.0,32.035
tamarite de litera,1,3429.0,34.607
tardienta,3,937.0,34.654
torla,2,,
valle de hecho,5,798.0,36.157
"sotonera, la",1,903.0,33.873
aínsa sobrarbe,5,2317.0,37.163
albanchez de mágina,2,930.0,22.41
alcaudete,3,10243.0,25.302
aldeaquemada,1,456.0,26.572
andújar,1,35619.0,27.777
arjonilla,4,3531.0,26.437
arquillos,2,1685.0,23.075
baeza,9,15677.0,30.226
baños de la encina,3,2563.0,25.987
beas de segura,1,4968.0,21.822
begíjar,4,2947.0,24.162
bélmez de la moraleda,2,1509.0,23.573
cabra del santo cristo,2,1651.0,22.862
cambil,2,2632.0,20.362
campillo de arenas,2,1703.0,24.694
canena,3,1761.0,30.501
carboneros,1,597.0,23.952
castellar,4,3156.0,23.566
castillo de locubín,4,3840.0,24.117
cazorla,8,7012.0,26.639
chilluévar,2,1322.0,20.647
escañuela,2,902.0,26.882
espelúy,2,,
frailes,3,1551.0,23.012
fuensanta de martos,4,2990.0,23.07
fuerte del rey,2,1342.0,26.147
"guardia de jaén, la",2,5218.0,42.274
guarromán,4,2760.0,25.949
lahiguera,2,1588.0,24.391
higuera de calatrava,2,591.0,22.136
hinojares,1,343.0,24.358
huelma,1,5522.0,24.819
huesa,2,2419.0,20.409
ibros,3,2764.0,25.04
"iruela, la",4,1867.0,23.705
jabalquinto,2,1961.0,23.837
jaén,55,112074.0,36.801
jamilena,3,3298.0,25.685
jimena,2,1234.0,23.868
jódar,1,11366.0,23.828
larva,1,436.0,20.867
linares,1,55261.0,31.679
lopera,5,3539.0,25.456
lupión,1,806.0,22.668
mancha real,6,11385.0,28.98
marmolejo,4,6507.0,28.106
martos,10,24452.0,31.614
mengíbar,3,10011.0,29.532
montizón,4,1585.0,20.984
noalejo,3,1783.0,20.39
orcera,3,1717.0,24.473
peal de becerro,6,5276.0,25.394
pegalajar,3,2827.0,25.398
porcuna,5,5907.0,24.946
pozo alcón,1,4550.0,22.954
puente de génave,4,2188.0,24.241
"puerta de segura, la",3,2246.0,23.73
quesada,8,4952.0,23.937
rus,6,3407.0,25.936
sabiote,2,3780.0,24.159
santa elena,2,866.0,26.016
santiago de calatrava,2,657.0,22.214
santo tomé,3,2077.0,23.076
segura de la sierra,3,1688.0,24.688
siles,3,2109.0,24.663
sorihuela del guadalimar,2,1034.0,21.601
torreblascopedro,3,2402.0,21.945
torre del campo,8,,
torres,2,1343.0,22.185
torres de albánchez,2,741.0,21.105
úbeda,8,33674.0,32.324
valdepeñas de jaén,4,3556.0,22.65
villacarrillo,6,10320.0,25.85
villanueva de la reina,3,2948.0,26.407
villanueva del arzobispo,2,7753.0,25.054
"villares, los",3,6079.0,28.056
cárcheles,1,1293.0,26.248
bedmar y garcíez,4,2571.0,23.812
villatorres,3,4267.0,26.386
santiago pontones,4,2701.0,24.934
arroyo del ojanco,3,2143.0,22.564
alija del infantado,3,573.0,26.534
astorga,5,10308.0,30.784
bembibre,7,8158.0,32.606
benavides,1,2342.0,32.618
boñar,2,1766.0,29.11
cacabelos,5,4735.0,30.42
camponaraya,6,4104.0,31.85
carracedelo,2,3423.0,32.188
castrocontrigo,2,669.0,25.394
cistierna,6,2905.0,30.197
fabero,4,4061.0,33.342
león,55,122243.0,36.332
mansilla de las mulas,4,1663.0,29.434
"pola de gordón, la",1,2842.0,33.347
ponferrada,28,62994.0,32.49
puebla de lillo,1,654.0,32.625
riaño,5,474.0,32.03
"robla, la",7,3605.0,34.202
sahagún,3,2398.0,29.667
san emiliano,2,596.0,32.184
santa maría del páramo,5,2999.0,32.492
toreno,3,2855.0,30.666
valencia de don juan,7,5094.0,30.234
valverde de la virgen,1,7806.0,33.942
vega de valcarce,4,552.0,30.735
villablino,1,7709.0,32.905
villadangos del páramo,1,1235.0,37.936
villafranca del bierzo,5,2659.0,27.596
villamejil,1,653.0,28.582
villaquejida,2,803.0,28.247
villaquilambre,1,18647.0,36.027
villaturiel,5,1838.0,33.138
àger,1,602.0,35.082
agramunt,4,5629.0,38.18
albatàrrec,2,2251.0,40.156
alcarràs,2,10018.0,34.595
alcoletge,1,3594.0,40.278
alfarràs,1,2778.0,32.53
almatret,1,305.0,35.187
alpicat,2,6387.0,54.156
naut aran,3,1899.0,49.289
anglesola,2,1367.0,36.126
arbeca,3,2081.0,35.273
artesa de lleida,2,1539.0,41.134
artesa de segre,4,3485.0,33.745
aitona,3,2603.0,34.291
baix pallars,1,340.0,35.622
balaguer,6,17705.0,34.401
barbens,1,926.0,35.821
"vall de boí, la",4,1116.0,37.339
belianes,1,517.0,31.226
